115,2510
138,505
142,1438
143,252
144,41
145,188
146,131
147,39
153,724
161,535
162,705
164,37
165,929
166,2139
168,1335
170,1784
171,543
172,821
173,775
174,264
175,1038
176,1465
177,627
178,478
179,3389
180,1392
181,731
182,53
183,5
184,222
185,1
186,1
187,1
189,8
190,26
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,9
199,2
200,1
201,2
202,59
203,64
204,64
205,2
206,2
207,2
208,45
209,2
210,9
211,6
212,6
213,17
214,9
215,4
216,4
217,2
218,172
219,57
220,20
221,26
222,265
223,737
224,60
225,61
226,40
227,82
228,60
229,84
230,11
231,36
232,61
233,42
234,144
235,47
236,73
237,49
238,102
239,38
240,8
241,36
242,91
243,123
244,65
245,59
246,77
247,16
248,16
249,91
250,97
252,24
253,41
254,27
255,34
256,116
257,65
258,66
259,72
260,98
261,98
262,108
263,102
264,226
265,437
266,101
267,53
268,650
269,470
270,64
271,72
272,99
273,459
274,97
275,82
276,764
277,1237
278,671
279,59
280,430
281,70
282,167
283,108
284,1479
285,430
286,1294
287,29
288,106
289,812
290,27
291,69
292,48
293,359
294,484
295,33
297,28
298,680
299,630
300,49
301,29
302,65
303,7
304,1653
305,22
306,16
307,1216
308,2669
309,1170
310,419
311,319
312,58
313,79
314,487
315,64
316,91
317,5
318,878
319,5
320,89
321,1123
322,92
323,48
324,1810
325,465
326,86
327,1308
328,399
329,94
330,1426
331,92
332,1768
333,97
334,457
335,1081
336,72
337,38
338,87
339,59
340,69
341,934
342,346
343,80
344,963
345,457
346,192
347,103
348,134
349,254
350,413
351,94
352,1085
353,622
354,587
355,38
356,71
357,107
358,70
359,312
360,446
361,87
362,99
363,68
364,1039
365,320
366,1308
367,60
368,101
369,390
370,95
371,88
372,1303
373,570
374,31
375,643
376,180
377,64
378,74
379,39
380,448
381,51
382,387
383,18
384,75
385,11
386,237
387,33
388,120
389,246
390,819
391,947
392,9
393,6
394,38
395,23
396,45
397,705
398,588
399,254
400,722
401,11
402,106
403,102
404,20
405,562
406,76
407,319
408,1081
409,41
410,2814
411,51
412,584
413,18
414,69
415,109
416,223
417,28
418,119
419,1185
420,68
421,153
422,662
424,514
425,959
426,316
427,94
428,1565
429,49
430,100
431,1254
432,288
433,969
434,421
435,92
436,92
437,561
438,80
439,395
440,1514
441,467
442,7
443,297
444,92
445,699
446,584
447,338
448,79
450,696
451,107
452,1253
453,503
454,67
455,954
456,516
457,88
458,843
459,59
460,325
461,1424
462,67
463,542
464,545
466,44
467,76
468,418
469,551
470,75
471,625
472,46
473,56
474,39
475,394
476,2997
477,80
478,948
479,1291
480,99
481,48
482,120
483,2146
484,85
485,2200
486,67
487,57
488,1411
489,6
490,18
491,96
492,665
493,10
494,83
495,323
496,12
497,85
498,41
499,10
501,34
502,30
512,22
514,3483
515,6
516,583
517,612
518,566
519,657
520,52
521,16
524,85
525,1500
545,107
546,2
549,3
550,10
551,11
553,1
555,1
557,57
558,3
559,1
561,69
562,90
564,23
570,192
571,5
572,469
573,1136
574,82
576,190
577,39
578,64
579,443
582,22
587,2
588,270
589,98
590,13
591,4310
592,100
593,1960
594,76
595,1541
596,385
597,674
598,1315
599,105
600,87
601,49
602,78
603,4
605,399
606,8285
607,1
608,1514
611,289
613,3
614,1
617,4
619,2
620,1
622,3
624,1
626,1
629,2
631,3
632,1
635,2
636,1
637,1
641,2
645,4
647,1
648,1
650,1
652,1
655,2
657,3
662,1
667,2
669,2
670,4
675,3
676,1
678,1
679,1
680,1
681,1
682,2
684,3
686,1
689,2
691,2
693,2
695,2
697,3
698,1
701,3
702,1
703,1
704,1
705,2
706,3
708,1
709,1
720,1
722,2
724,1
727,2
729,3
731,3
732,1
734,1
735,1
737,2
743,2
746,1
748,1
750,1
751,2
753,1
756,1
757,3
759,2
760,1
764,1
766,1
769,4
771,2
773,2
774,2
776,1
778,1
781,3
783,2
785,1
786,1
788,1
791,3
793,3
794,1
797,2
798,3
800,1
801,1
802,1
805,3
806,2
808,1
813,2
820,1
821,1
825,2
830,1
838,1
839,1
840,2
843,4
844,2
847,1
851,2
853,2
855,4
860,4
862,1
867,2
868,4
871,3
873,3
875,5
876,1
877,1
880,4
883,1
886,1
888,3
890,1
893,5
895,2
897,1
898,1
902,1
904,1
906,1206
907,82
908,101
909,1884
910,44
911,466
912,97
913,56
914,1
917,2
919,2
920,1
921,3
922,1
924,4
926,1
929,2
931,2
932,1
934,1
937,2
939,2
941,2
943,5
944,1
947,3
949,5
950,1
952,1
955,2
957,2
959,2
964,1
966,1
968,639
972,3
974,2
977,1
978,1
979,1
980,1
981,3
983,1
985,2
989,435
990,1
992,603
994,3
999,240
1002,5
1004,9
1006,6
1008,6
1009,2
1012,4
1014,6
1020,4
1021,1289
1022,1
1023,3
1029,3
1032,1
1035,1
1036,1
1038,4
1042,4
1043,1
1046,3
1052,3
1054,5
1056,2
1059,1
1061,1
1063,1
1064,1
1065,1
1066,1
1067,1
1070,2
1072,2
1073,1
1076,2
1077,1
1078,1
1080,4
1088,2
1089,6
1091,3
1095,1
1098,6
1099,1
1102,3
1103,2
1105,3
1112,2
1114,4
1117,4
1119,1
1121,1
1123,2
1128,2
1129,1
1133,1
1137,1
1140,4
1144,3
1145,2
1147,1
1151,4
1154,3
1156,4
1158,3
1160,3
1161,3
1164,6
1165,1
1171,4
1173,2
1176,4
1177,7
1179,1
1186,6
1189,2
1194,3
1195,2
1198,7
1200,4
1201,2
1203,1
1212,4
1214,4
1215,3
1218,5
1220,4
1222,3
1224,4
1225,3
1228,3
1230,2
1231,2
1234,3
1237,3
1240,2
1241,2
1244,3
1246,4
1248,6
1249,1
1252,3
1254,3
1256,4
1258,2
1263,4
1265,4
1267,2
1268,1
1270,4
1272,3
1274,2
1275,1
1278,2
1279,2
1281,2
1283,1
1285,3
1288,5
1290,2
1291,1
1293,1
1294,1
1296,3
1298,2
1300,5
1301,3
1304,6
1306,2
1307,1
1312,3
1314,4
1315,6
1319,2
1322,4
1324,3
1328,5
1329,1
1331,1
1333,4
1336,2
1338,4
1339,1
1342,5
1344,4
1345,4
1347,1
1350,3
1351,1
1354,4
1356,3
1358,2
1359,3
1365,4
1370,5
1371,4
1373,3
1376,2
1383,3
1385,1
1387,2
1391,7
1394,1
1396,1
1399,8
1400,1
1402,3
1404,2
1407,3
1409,2
1411,3
1413,2
1417,4
1421,3
1422,2
1425,3
1426,3
1429,2
1430,1
1432,3
1434,3
1439,2
1441,3
1442,3
1445,3
1447,4
1448,2
1451,6
1452,5
1454,4
1457,3
1459,1
1460,1
1462,1
1464,1
1466,2
1468,3
1484,1
1496,2
1504,1
1507,1
1509,3
1511,2
1516,2
1518,1
1520,3
1522,1
1525,5
1526,1
1528,2
1531,3
1532,1
1534,2
1538,3
1541,1
1543,2
1544,1
1546,1
1548,1
1550,2
1553,5
1554,1
1557,3
1559,3
1560,4
1564,1
1566,2
1569,2
1571,4
1573,2
1575,3
1576,5
1578,1
1581,2
1583,4
1585,2
1587,3
1588,1
1591,1
1593,6
1595,7
1597,4
1598,2
1600,1
1602,1
1609,3
1610,213
1612,1
1614,3
1616,1
1617,2
1620,968
1622,1
1624,4
1626,3
1628,3
1630,4
1632,5
1634,2
1636,3
1637,1616
1639,3
1659,3
1661,2
1662,1
1665,2
1667,3
1668,1
1670,1
1672,2
1674,2
1677,4
1678,1
1680,1
1683,2
1684,1
1687,3
1689,1
1690,2
1693,1
1695,2
1697,2
1699,2
1700,2
1702,1
1705,2
1707,3
1709,3
1711,3
1712,1
1714,1
1716,1
1717,1
1719,1
1720,1
1722,1
1723,3
1724,1085
1726,2
1727,1
1728,3
1729,1
1730,3
1731,1
1733,1
1736,2
1738,6
1740,2
1742,3
1743,2
1746,2
1750,2
1752,4
1754,2
1756,3
1758,1
1762,2
1766,4
1769,2
1772,2
1773,2
1775,1
1777,1
1780,5
1782,5
1783,1
1786,6
1788,2
1790,3
1792,4
1794,2
1796,2
1798,3
1799,1
1801,2
1803,4
1806,4
1808,3
1810,4
1812,2
1814,4
1816,4
1817,1
1818,4
1820,3
1823,4
1824,1
1825,1
1826,2
1829,1
1831,1
1834,3
1836,2
1838,2
1841,1
1842,2
1843,1
1844,2
1845,1
1848,2
1849,1
1851,1
1852,2
1854,2
1855,1
1859,1
1864,1
1877,4
1879,2
1881,2
1882,1
1883,1
1884,1
1885,1
1887,2
1891,1
1897,3
1898,1
1900,1
1901,1
1902,1
1903,2
1904,2
1905,1
1907,2
1910,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1921,4
1922,1
1923,2
1925,2
1927,4
1928,1
1929,1
1930,1
1932,1
1935,4
1936,1
1938,2
1940,1
1943,2
1944,2
1946,1
1951,3
1953,2
1954,1
1956,1
1958,1
1959,1
1961,2
1963,2
1965,1
1966,2
1967,1
1969,4
1971,2
1973,2
1974,1
1977,4
1979,4
1981,2
1983,2
1985,3
1987,4
1988,3
1991,2
1992,1
1995,4
1997,3
1999,3
2000,1
2001,1
2003,4
2004,1
2008,1
2010,1
2011,5
2012,1
2013,3
2015,5
2017,3
2019,3
2020,1
2021,1
2023,4
2027,4
2029,3
2031,6
2033,2
2034,1
2036,1
2037,14
2039,2
2041,6
2043,4
2045,9
2047,4
2048,1
2051,5
2053,2
2055,1
2057,1
2060,2
2061,1
2062,2
2063,511
2064,411
2065,271
2068,1
2070,1
2071,1
2074,1
2077,2
2079,3
2080,1
2083,4
2085,4
2087,3
2089,2
2097,3
2098,1
2099,1
2103,2
2104,1
2106,1
2107,1
2108,1
2110,1
2112,1
2117,15
2118,1
2121,2
2123,2
2124,1
2127,2
2128,1
2130,1
2133,6
2134,1
2135,2
2137,2
2138,1
2141,4
2143,4
2145,4
2146,1
2147,1
2151,1
2155,3
2156,3
2161,2
2162,1
2164,1
2166,1
2173,16
2174,1
2177,7
2178,1
2180,1
2182,1
2184,1
2187,1
2188,1
2193,3
2195,9
2197,3
2199,3
2200,1
2202,1
2203,1
2205,2
2206,2
2209,4
2210,1
2211,7
2213,3
2214,2
2219,9
2221,2
2223,2
2224,4
2226,1
2228,1
2230,1
2231,1
2232,1
2235,4
2236,1
2237,2
2239,5
2241,4
2242,1
2247,5
2249,4
2250,1
2251,1
2252,1
2254,2
2257,4
2258,1
2261,2
2263,2
2264,1
2267,3
2269,2
2270,1
2279,6
2281,2
2283,2
2285,3
2287,3
2289,4
2291,4
2293,4
2294,2
2296,1
2297,3
2299,5
2300,3
2303,3
2305,3
2307,2
2308,1
2311,5
2313,4
2314,1
2315,4
2316,1
2317,1
2319,5
2321,3
2323,5
2325,3
2327,4
2329,2
2331,3
2333,2
2334,1
2336,1
2337,1
2338,1
2340,1
2343,3
2345,8
2346,2
2347,3
2348,1
2349,3
2350,1
2352,1
2356,1
2358,1
2362,1
2367,3
2369,3
2370,1
2373,5
2374,1
2376,1
2379,2
2380,1
2383,1
2384,1
2385,1
2386,2
2388,1
2390,3
2392,1
2394,1
2397,5
2398,2
2403,2
2404,1
2406,1
2409,2
2411,4
2413,3
2414,2
2416,2
2418,2
2420,1
2427,5
2429,3
2430,1
2433,1
2434,1
2437,4
2439,5
2440,1
2441,1
2442,1
2444,1
2445,1
2447,3
2448,2
2451,4
2453,3
2454,1
2455,1
2458,1
2461,3
2463,6
2465,2
2467,2
2470,8
2471,1
2472,4
2474,1
2475,1
2489,1
2490,1
2492,1
2494,1
2497,3
2500,1
2502,2
2505,4
2506,2
2509,2
2511,1
2512,1
2523,2
2525,3
2526,1
2529,7
2530,2
2533,4
2535,3
2537,2
2539,2
2541,1
2543,3
2546,1
2554,3
2557,3
2559,4
2561,3
2562,3
2564,1
2566,1
2568,1
2573,6
2575,3
2577,4
2580,1
2582,3
2584,1
2586,2
2590,3
2592,1
2594,3
2596,2
2599,5
2601,4
2610,2993
2611,1
2614,7
2616,5
2618,2
2620,2
2621,7
2624,5
2625,1
2627,3
2630,2
2632,2
2634,2
2635,1
2637,1
2639,1
2640,3
2642,2
2644,2
2646,4
2648,5
2650,2
2652,3
2654,2
2656,4
2657,1
2659,1
2660,2
2662,4
2663,1
2664,1
2666,5
2667,1
2670,3
2672,3
2674,2
2676,3
2677,1
2679,2
2682,6
2684,5
2686,7
2688,2
2696,3
2698,5
2700,2
2702,4
2704,2
2705,1
2708,10
2710,6
2712,5
2713,1
2714,1
2716,2
2718,4
2720,3
2722,2
2723,1
2726,2
2728,3
2730,3
2732,1
2733,1
2735,3
2739,4
2741,4
2743,3
2744,1
2746,1
2748,2
2750,1
2751,5
2753,1
2754,1
2755,2
2757,6
2759,3
2761,2
2762,1
2764,1
2767,4
2768,2
2771,5
2773,7
2774,2
2776,5
2778,1
2781,4
2783,2
2784,1
2787,3
2789,3
2791,5
2793,4
2794,1
2795,1
2797,4
2799,2
2801,3
2803,3
2805,3
2806,1
2808,1
2811,2
2815,5
2817,3
2818,1
2820,1
2822,1
2825,3
2827,2
2829,3
2830,1
2831,1
2833,3
2834,1
2836,1
2837,3
2839,3
2840,1
2843,4
2847,3
2848,1
2849,1
2850,2
2852,4
2854,1
2861,2
2862,2
2865,3
2873,4
2874,1
2877,3
2879,2
2881,2
2883,4
2885,5
2886,1
2888,1
2890,1
2893,4
2895,3
2896,1
2897,1
2898,1
2901,2
2904,1
2907,3
2908,1
2910,1
2913,2
2915,3
2916,1
2917,6
2918,1
2919,3
2920,1
2923,5
2924,2
2930,1
2931,1
2933,8
2935,4
2937,3
2939,3
2941,5
2942,1
2943,1
2945,2
2947,2
2949,5
2951,5
2952,2
2954,2
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2962,2
2966,1
2968,1
2971,3
2973,2
2974,1
2975,1
2977,4
2979,3
2981,3
2983,3
2985,2
2986,1
2988,1
2990,1
2992,1
2993,1
2995,2
2996,1
2999,5
3001,2
3003,2
3005,2
3006,1
3007,5
3008,4
3019,3
3021,3
3023,2
3024,2
3032,1
3036,1
3038,2
3040,6
3043,3
3045,3
3047,2
3049,2
3051,6
3052,1
3054,1
3056,1
3057,1
3058,1
3061,2
3063,5
3064,2
3067,5
3071,3
3072,2
3075,3
3077,3
3079,5
3081,4
3082,3
3085,2
3089,3
3090,5
3094,6
3097,2
3100,1
3103,2
3105,2
3107,5
3109,5
3110,1
3112,109
3113,71
3115,3
3116,1297
3120,4
3122,2
3124,2
3125,1
3127,1
3128,2
3129,7
3132,3
3134,3
3135,1
3137,1
3140,7
3142,4
3144,4
3145,1
3146,2
3152,3
3153,2
3156,6
3158,6
3160,8
3162,7
3163,3
3165,1
3168,5
3170,3
3171,1
3172,1
3173,1
3174,3
3176,4
3180,3
3182,3
3184,2
3186,2
3188,2
3189,1
3190,3
3192,3
3193,1
3195,1
3197,1
3200,5
3201,1
3203,1
3205,1
3208,3
3210,3
3212,6
3214,5
3215,2
3217,2
3219,5
3221,1
3222,3
3223,1
3226,2
3227,1
3229,1
3231,1
3233,1
3236,3
3238,3
3240,4
3242,7
3244,4
3246,3
3248,4
3250,3
3253,5
3255,1
3256,1
3257,2190
3259,2
3261,4
3263,2
3265,2
3267,2
3268,1
3270,1
3271,1
3273,2
3275,2
3276,3
3279,5
3282,2
3283,1
3285,1
3288,5
3290,3
3293,1
3296,3
3298,7
3300,12
3301,1
3303,3
3305,2
3306,2
3307,2
3308,2
3310,3
3312,2
3314,3
3316,2
3318,2
3320,5
3321,1
3323,1
3325,3
3328,5
3329,2
3331,1
3334,2
3335,2
3337,2
3340,5
3342,4
3344,4
3345,1
3348,3
3350,9
3354,3
3356,6
3358,4
3360,2
3362,9
3364,4
3366,6
3370,5
3371,3
3374,6
3376,8
3377,1
3380,2
3382,4
3384,4
3386,4
3387,3
3390,3
3392,3
3395,1
3398,2
3399,1
3401,1
3406,4
3408,2
3409,3
3412,4
3413,1
3415,1
3417,1
3419,2
3422,3
3424,2
3425,2
3427,1
3430,4
3432,2
3433,2
3434,2
3435,2
3438,2
3439,1
3442,1
3444,3
3445,2
3447,2
3449,2
3454,5
3456,4
3457,3
3459,2
3461,2
3464,3
3467,8
3471,1
3475,2
3480,2
3482,5
3484,1
3486,4
3487,1
3489,1
3494,3
3496,6
3500,5
3501,1
3503,5
3505,1
3508,4
3509,1
3512,2
3514,2
3515,1
3518,3
3519,1
3521,2
3524,8
3526,4
3528,6
3531,1
3533,1
3534,1
3536,2
3538,3
3540,2
3541,2
3546,6
3548,2
3549,1
3551,2
3556,5
3558,3
3560,3
3561,2
3563,1
3565,1
3568,5
